141244
150413
127231
44143
-143974
-347543
-410615
-379276
-315192
-217711
-85695
43217
118748
84170
-43006
-100979
-99002
-136623
-164013
-145509
-177988
-258199
-252217
-121044
-20354
18913
19820
-91142
-239457
-243119
-193161
-273137
-389871
-354382
-196845
-32803
89984
178004
201425
110677
-22905
-108944
-214629
-316119
-263961
-195508
-159426
-78470
-57675
-76650
-37040
49099
51069
-37885
-141340
-202031
-216768
-221049
-299804
-471426
-597559
-506481
-174069
176079
336762
309535
251320
300591
241381
-35812
-338755
-534413
-577499
-496994
-364136
-174477
31187
133157
73763
-82218
-138187
-63125
-6233
-35137
-142164
-286528
-347734
-266969
-85251
79919
158788
156073
60479
-110808
-296025
-427765
-463095
-436485
-369531
-238831
-76910
529
7326
31475
97097
72708
-102902
-298164
-426062
-442031
-376157
-326163
-311428
-299550
-154055
78379
178673
143291
58550
-41875
-181297
-286305
-304216
-293356
-304498
-254723
-174972
-181132
-201254
-62032
179300
242148
167863
204509
195276
-129292
-562915
-812228
-806488
-635944
-404874
-206051
-105513
-84098
-78527
-11549
16539
-79562
-104381
-53191
-113109
-232799
-261820
-244999
-165215
41049
225669
161925
-57928
-174761
-230218
-262496
-226528
-161126
-137289
-167586
-199286
-258931
-280849
-124037
27325
-86148
-236677
-257144
-313118
-392931
-354777
-220486
-201054
-272255
-222840
-7053
245671
316627
129947
-137613
-335384
-323047
-213814
-232667
-385638
-489976
-426720
-316858
-237991
-95965
105451
229248
210516
29204
-257949
-518123
-657344
-629350
-559414
-463423
-220718
51710
147093
78271
3438
10041
24547
10398
-39489
-131623
-234532
-272595
-181230
28887
197879
180433
23080
-146767
-256131
-302124
-266580
-218390
-300701
-336541
-176320
-45175
-53816
-2375
161937
229558
111556
-18421
-46873
-121038
-213376
-268325
-387258
-500681
-422055
-176072
-13462
71618
146830
74629
-99808
-178893
-97564
-52711
-209450
-415527
-546566
-582255
-436677
-159795
102327
292926
366185
306926
138313
-113770
-424655
-652170
-613592
-416739
-291695
-207045
-62143
116851
256251
328340
304329
105725
-211974
-341156
-197258
-25582
-95967
-271381
-246338
-87041
94713
173512
38634
-111941
-139809
-98396
-115552
-256695
-432303
-481264
-344963
-185958
-138438
-130471
-68692
-51850
-109029
-160643
-224650
-285985
-335927
-363810
-407693
-466303
-380858
-136351
51751
82334
2105
-121956
-268749
-357652
-338173
-349888
-388049
-375331
-327377
-297687
-187283
11689
131669
149071
160554
98330
-83773
-253511
-333250
-415120
-455417
-377181
-197761
-24247
115149
238129
239245
132955
42019
-88806
-216115
-201712
-163844
-246105
-383924
-410911
-253714
-70893
61975
161352
69670
-195576
-404025
-430692
-406059
-364528
-241496
-144764
-113132
-21631
81250
90430
69266
86365
26999
-119359
-201523
-197028
-181892
-185169
-182436
-166652
-91268
25558
124689
85352
-18942
-38774
-46701
-80828
-133684
-273934
-386952
-375721
-353000
-303627
-115247
78850
105806
97145
146625
142989
4961
-292313
-636663
-816390
-767291
-615448
-443422
-293731
-122416
98619
166350
7426
-147246
-173475
-114143
-74379
-171904
-327067
-289741
-112685
7632
46000
55993
92368
122601
29021
-157294
-301090
-310054
-198351
-108185
-87688
-69879
-35064
11677
45052
24273
-37060
-113249
-141400
-142003
-219282
-289690
-320462
-350960
-211962
-36144
-51675
-111961
-73953
-19035
-70728
-195465
-283244
-338420
